cuartos,distancia_al_centro_km,m2_terreno,monto_recibo_de_luz,precio
4.0,23.424309976855707,160.2899918806412,2039.7594968188446,3597608.3853204176
4.0,26.02163142873962,139.954023153254,1763.2353410405485,3379707.5641052304
3.0,34.80772662627031,124.91510334790068,1292.6943290113895,3367481.481898487
4.0,33.43090226171962,147.88625782204878,1055.287092019848,3971768.7413092023
3.0,16.742961022424808,115.93500099378791,1819.0888445494904,2234247.921942446
3.0,41.07331817000401,129.0472540994799,1013.0903035861427,3696881.396660048
4.0,16.932125157975925,152.13103372265715,1464.1362224335214,3188164.7969926284
4.0,29.220774831949893,141.70692459018113,1039.508676806602,3524922.978563201
4.0,14.894051677118894,105.02116670387178,1299.296726169032,2792856.6895211022
2.0,20.907490735118106,135.67179710369717,821.749619662973,2456511.3934496827
3.0,17.494858228998467,171.13031581917727,1626.782725055555,3372870.1154603483
4.0,34.75315931076045,127.83928831277902,939.4832309816584,3925754.70278016
3.0,33.843250774577044,114.62297444201934,1375.5839393143037,3048974.579654316
3.0,19.935179018532367,105.25152110795207,1894.4883727926572,2515304.6225596173
4.0,31.177243993861183,172.96645931810679,1302.7741680740553,4097447.1432728358
3.0,8.436899693202907,154.7326494072949,1170.9379053989978,2807143.5766684357
3.0,37.06283885783347,99.8109461798005,1145.711971592781,3174412.8469097447
3.0,42.707305933953236,116.09011005106174,1135.9368103843547,3478362.737697486
4.0,23.415730772362082,120.7524548189133,2023.5349599282288,3296268.528710639
4.0,28.005185817495203,122.17358027330098,1504.5862852419825,3215114.255234211
4.0,43.61337634278436,121.80465245134923,2039.941330019743,3943075.0927431188
3.0,23.518592778089232,94.07323715848054,1490.2034275300716,2451421.657908704
3.0,36.684501287711385,132.24419290870657,1642.6213532618472,3179529.853489208
3.0,28.684279438228135,111.18685313735017,2500.0,2981089.5580871017
4.0,26.610461920148058,160.64258839370723,1553.3310144436591,3897880.182977723
4.0,20.774996867005893,139.7268172441885,1742.5223400141294,3234643.081716669
3.0,15.424353931771469,130.40036930486505,1578.4690869906422,2627710.2036709143
2.0,28.065423585511635,148.77325485934023,1519.1887996197586,2833680.8096997775
4.0,30.271557939364246,167.71808489087778,1542.7180896339792,4163398.6370026222
3.0,21.321351431427818,100.6542215735729,1634.3156966803776,2176968.9379440504
3.0,35.917216742719326,147.73255906046887,1232.1176460168538,3733273.906653865
5.0,20.386926044904637,135.73644700572385,1529.9119429594916,3735408.041266229
3.0,26.904151558776718,117.01436998301588,1621.2386164270201,2775434.14884489
2.0,24.42737263548298,149.16024432328942,1636.7607679944056,2883806.088206305
3.0,30.41181793920544,124.51955260893078,1296.9997804190543,2900836.684066305
3.0,36.92764713630748,135.43675271652955,1263.7112029249197,3644117.906390614
3.0,28.99334352924937,152.3785105404182,1542.294216480731,3533858.177821459
4.0,11.428575096737019,117.06889453373049,1507.2986307097544,2417597.142953662
4.0,18.797076442114008,114.53893237204773,1057.979107019602,3016088.6350079384
3.0,8.791859256787301,124.75458174848617,1463.271994104783,2333570.8888762062
3.0,20.18306284351748,119.99818840199876,954.6855123250417,2749200.412467554
3.0,20.764259885521835,118.52701674116639,1563.1508015858487,2720766.4206317286
5.0,31.98807179794855,107.04175471271034,722.3100143321292,3629433.198669411
3.0,38.70215165416253,146.95559569983536,2045.9434579541235,3875739.11326661
3.0,36.83816234048417,151.52889078105682,1280.3480118443924,3880233.117562346
4.0,24.946893262521286,139.3781385491646,1113.3080631959117,3385825.555790493
4.0,33.860040366960156,149.88894255850738,1588.485607580641,4209821.951086359
5.0,25.24608023484802,110.21379946216278,1355.7817661144268,3374886.567912277
3.0,21.89828350038382,111.13982856438963,1575.51397859547,2464257.1364930337
3.0,23.804317180046286,158.05839794075266,1392.1490013212629,3086968.852236162
4.0,21.569783171500667,128.70199682037062,1832.6574394644276,3301223.9680227484
2.0,31.287601777766447,121.03515256470769,1377.976532224569,2656963.021339492
4.0,19.33087093336398,131.1209529839751,807.9960264920819,2950136.0536865387
3.0,24.165000921815125,118.24512569203901,1328.0166747974026,2803218.416774683
3.0,3.6042486321664007,155.02909949112103,1635.3472140918814,2545126.133083448
3.0,25.16468389308117,95.91828235606266,1448.58768290953,2557285.569389512
4.0,23.270047931567262,102.95654544070453,1241.3640958783453,2919094.8012715736
3.0,36.129566909475756,103.70157001496477,1693.685236981068,3055376.866723202
3.0,22.183721100997367,159.55221149419077,1392.454436681902,3128721.820023757
3.0,12.990708097010618,115.13393569183614,1937.788557285227,2003308.1835176353
4.0,24.066059045183508,118.96224035528687,1214.975411863146,3189608.263156331
3.0,37.873643533559054,157.84903410099423,1045.1147364522649,3991743.6380563197
4.0,19.288552627041877,132.4000459719734,1250.1738871480172,3045360.6957490835
4.0,15.205080378341624,150.90683137062913,1377.7280650368837,3186763.307102278
3.0,23.827706252181525,162.3081929397691,986.6514994226964,3471120.9706545896
4.0,3.183413339372907,104.47934148897325,1908.9617111385198,2204788.969287571
3.0,23.761215333567726,107.0597543352109,1500.0444577558865,2584000.5360825867
3.0,16.201859989726955,122.78487083848981,770.2592490958675,2363915.9009017814
4.0,23.658214820944842,137.3741964276187,2011.782374924935,3277778.394217342
3.0,20.44274664009888,171.1278356279455,1463.7731610427654,3504333.7167624887
4.0,20.841482883611487,140.40496267102316,1662.7694118065513,3508422.9414874003
3.0,21.335734475745934,117.51957538168296,1613.2475647597366,2561760.460668941
4.0,21.700461457209055,144.06096118749463,1391.4940144683758,3626087.240177944
4.0,14.888793856992638,154.07381525699464,1154.067968675788,3160810.2473145076
3.0,29.68882346271799,100.59595827704248,1674.0744322957487,2764875.901751858
3.0,23.737567491360814,143.5108621658093,1359.1036834515041,3127880.4838561513
4.0,30.031962994667808,166.8601160019829,1811.2662519210403,4030893.7664906443
2.0,29.21909857827264,122.83526359653906,1628.9490468921001,2662621.7830930576
3.0,16.795276543541345,121.35429650654649,1544.7940492037367,2550439.664277225
5.0,19.07886330037936,174.93386834114676,937.0665164619619,4115720.3139269217
4.0,25.61043524748756,120.50877623746105,928.2770985563947,3109978.929351046
3.0,21.122645981762446,103.75196594241962,998.7811835714258,2280175.82831975
3.0,34.55695278209719,142.89395484239975,1307.436684501696,3405330.2528714747
3.0,26.99138073228791,100.55632584368647,1666.4757479458626,2667356.58786799
3.0,37.245388466329615,131.00367925685345,1289.0716698039414,3377156.267276042
3.0,32.500178206857136,109.36735545378369,1216.9272771443698,2812585.2992107514
3.0,19.668415043578502,153.35421964513307,1572.8253293795392,2980414.676722818
3.0,30.778495103626643,155.09487616038433,967.3380812576543,3391647.418564625
2.0,29.97498422979989,132.70360334341308,1289.1753282257666,2666718.9470458953
3.0,17.463660426622507,194.10469737578828,1645.8335341578554,3484720.4442825075
4.0,16.86882444959821,100.67204578557613,1292.8408970168437,2557518.3051850377
3.0,25.182069364887838,152.6058401805023,1451.9657893685107,3273667.693578626
4.0,19.676121919034212,116.37260561492869,1886.1358250771896,2770080.6225747094
3.0,27.83855331238015,110.14184254620076,966.0679544987444,2830951.3386590546
3.0,32.99092061958734,105.74204659540969,1170.5917901285743,3001322.632867944
3.0,20.661704294847027,136.00564885413962,1380.63595695038,2844183.343663114
4.0,10.993839113806349,133.17014342717323,1358.2011696629831,2789074.855254406
2.0,19.69006408447359,140.76009508721728,2060.216502992085,2547087.9547026567
3.0,22.279064085044038,129.45511364718203,1637.265489214932,2619904.4854845465
3.0,18.22436596508983,128.49607813973884,1787.3709072581614,2627264.692477891
3.0,34.83479713690987,123.17852035115712,1706.4124291951232,3317349.354579253
4.0,24.042971270283328,128.56871832976242,1647.6989359719807,3395764.2593137235
3.0,27.774891653451892,159.9002502523573,1383.005617415882,3616752.6106618564
3.0,27.456874765815613,156.7266652566134,1431.8647178011533,3602049.8678728724
3.0,29.18036247965409,130.9078131899647,1414.7457994153722,3213818.1210288433
4.0,26.265003383187015,125.74059394457036,1888.9413862973952,3527234.676372954
3.0,36.073050698618424,127.69924340862366,1377.1174435257042,3221522.177068736
4.0,22.373662991392013,129.59494146789132,1327.5364154476592,3097794.2646713317
3.0,24.769012017701314,139.70127780409328,765.1838582550025,3118576.96869227
3.0,26.406315063606236,112.27459264604082,1235.7582847379995,2806118.2361081257
3.0,22.094488481086245,150.55824246792287,1596.078270504702,3280434.3821817753
3.0,30.175607227755233,116.49108286482749,1612.7707022768266,2961650.205042826
4.0,29.39060746027183,96.72424247878374,1609.706445581326,2862766.9176777923
5.0,21.424602497516542,124.75928586407846,1201.701487834585,3580765.209331558
3.0,25.83808398767517,161.72599462643845,1414.982940829062,3401066.4281768543
3.0,30.562337179789917,127.4694282953148,1176.6164545887161,3189705.1605690434
3.0,41.9323303812111,182.31773822141895,1187.4845335758164,4386912.924912742
4.0,22.636673842526967,120.5565373147939,922.5202089372556,3022096.2499583876
3.0,24.520798196319394,149.54319899542685,1437.2527557564229,3306736.667544477
5.0,23.835175920388632,120.30699559524774,1378.4055301986991,3537951.6300558713
3.0,24.112397247571813,135.78618731781683,1634.6448981981428,2792713.944153925
5.0,20.783891188186583,104.66440802762017,1433.3157102687903,3200381.7042069472
4.0,24.97506032725003,98.29256653007303,1628.3290082389065,2911104.0731825745
4.0,15.976805782553944,139.0826920955132,1508.4796894311473,2906871.9157502474
4.0,23.965837207241808,148.88775641731252,598.887533994015,3480916.539012195
3.0,16.183084414638316,143.0708031180434,1124.153161072451,2486260.417237206
4.0,26.472037853998547,137.55695063713586,996.2888942853883,3454577.6669782274
4.0,19.055392268605477,115.33632400239154,1692.5304737433967,3028523.6251079924
4.0,22.706491778337416,138.8271997750494,1280.8750207683684,3262719.9637588523
4.0,27.39910725407119,136.521444177724,1517.5542208618729,3798934.7224987806
3.0,18.974658347266676,118.37726259100671,1404.4158248322542,2380283.669606477
3.0,23.796587447457377,118.36336044923077,960.1285357802235,2839543.28912523
4.0,28.62227156519112,107.91510766751932,1752.2050691894738,3046220.3647718905
3.0,23.416193757042187,118.29345992947268,1652.8354124126604,2748716.2267252076
3.0,27.874907690983953,126.58722334228813,1696.394614940558,3069102.7446017396
3.0,19.240304556302096,92.07058566154396,1056.2864737659688,2321804.2223168844
4.0,32.70131667318607,156.15526695881877,1084.8358835480085,3835747.9321131953
3.0,14.211206162324855,147.44049527505524,881.9572637518891,2703923.6928714192
4.0,16.664681906397053,161.94858626244144,1200.6471491784716,3295684.8415489634
4.0,25.304967828504807,110.37872051112132,673.3588394770399,2864710.409465504
3.0,27.275586822305538,150.240781245775,1540.291166672272,3492772.1449062666
3.0,20.190124315636478,153.69579108424924,826.4089013060975,3022977.2064044597
4.0,17.440718975404277,141.93472710536918,1575.0202800322786,3219366.691213144
3.0,28.165127439999463,148.57000747309752,1068.587969494526,3480892.8376320084
3.0,25.98542414533518,112.56170267140286,1076.5402246837225,2916829.4444078314
3.0,12.022723985459187,137.48088754509308,1779.0146664818228,2385210.1130114347
5.0,17.551601435895588,141.10414061255477,1850.9318331384416,3681836.054735445
4.0,36.62510384515877,146.26337352712255,1262.8884159606384,4056707.598270433
4.0,26.927114998682228,138.2817307227531,1823.592510426118,3398501.6773204957
4.0,26.217825519885388,149.44641654569426,1061.7296324519755,3752046.5966362744
2.0,12.710015413426843,144.53816693268325,2004.1959272881572,2344566.596801068
2.0,24.437998147196765,137.94577457970507,1101.9364383664083,2679676.4424259295
3.0,23.934899090160865,126.16898245567347,1733.6304837181117,2926952.6259592054
3.0,37.333742369798976,108.83877233321351,1829.1076138430772,3115582.8901896914
4.0,17.767657974827284,156.97874060583788,1239.8054480268904,3415321.175591405
4.0,17.331244709256108,127.80141138214846,1122.637640998641,2864624.431393458
2.0,26.057645738852194,129.93771333593543,1392.718443542024,2689783.5854926137
2.0,35.431571213855555,129.84922295517788,1358.8784677039253,2923834.5005678735
5.0,11.717420747133907,162.78966856341538,1364.5488725095806,3553552.8629954644
4.0,23.710971666119736,111.83807301974748,1650.707951839335,3018406.2181638163
4.0,23.35258092449779,113.2626219972392,1064.0296827706284,2996707.473538773
4.0,29.463814523522775,145.14021773817143,1264.0316503807132,3539632.47450955
4.0,30.13104707700493,156.39857066298316,1315.627272394199,4192143.039245989
4.0,36.571855230927596,139.94846473332737,1339.03799255193,3814856.3362843934
3.0,28.47003843916893,117.05107476972208,1498.566930096801,2721397.1951739723
3.0,35.11653788865578,123.623135976835,1247.9816672477054,3224566.121840965
4.0,20.644730783841805,148.98553465087923,1404.0748118432928,3393192.467858206
5.0,18.243281976465795,133.7871092734332,1552.729456517833,3449830.1882216604
4.0,27.880085789895077,122.37185456799406,1370.079762684263,3315519.1964452756
3.0,26.527772153786497,116.20233867575706,1151.7212223729662,2791214.6889663804
4.0,23.42205860098799,159.14511558920913,1091.4756097068703,3492867.2817456406
3.0,27.335469365787088,144.18776918520453,1487.5620619165372,3404502.94258537
3.0,36.326171659794966,105.75937436336093,1695.1936375659127,3148605.4883780465
3.0,36.82303416551669,123.63791712159899,1493.933583936893,3368338.583466821
4.0,15.123266967195514,139.94971227159107,1595.6962201134197,3077387.078781174
4.0,34.3369950345068,94.7260608828187,1188.5770130628084,3119840.905988476
2.0,22.9718646599882,126.7180664033994,1391.158107260942,2362161.9025310916
4.0,28.241483285673954,141.42427096192293,1305.2988093932768,3673143.5708129047
3.0,31.326105497209742,124.24143989878075,1298.2396768986146,3253717.5757254004
4.0,33.476187045228,145.6224089095354,1497.9494166524182,4161364.3573983232
4.0,31.838829390203756,143.00663899925684,1312.501519727058,3725197.4536647373
3.0,24.254940831834674,144.8373293110876,737.000344208547,3290380.7436390226
3.0,15.962386876669685,140.4363091191577,1462.765900984839,2870732.81081718
4.0,30.933893984232792,94.1305130162591,1513.8881921221791,3112654.2089227834
4.0,30.24323830620056,93.15119441227091,1834.6866745630414,3147287.963532509
4.0,31.746104918328165,141.07985068075354,1662.4828805976817,3664830.157768173
3.0,18.06164805722267,150.46358407150575,1442.3470466186773,2751627.877740859
4.0,9.39466071996894,108.37190473654647,1346.5610236967475,2216679.2968528257
3.0,28.042353083918602,110.7044841604909,1045.4135273646857,2977231.8555712523
4.0,29.531267634716773,166.64657088352573,1013.8732781170455,4314981.80088984
4.0,21.639193346766668,127.82358022020678,1327.9138393788094,3364350.1165299974
3.0,24.155096745880293,121.32106181436917,1272.6194789116635,2660221.8393080784
3.0,27.46398807013816,137.06188948345,1164.8921969923158,3195566.4133804417
4.0,11.292340670041856,157.34903454427834,1323.7237175927312,2975359.6628651544
3.0,19.867755890694742,153.31516943086547,1170.262550812447,2866115.353207927
4.0,32.950791978980746,141.15592271971292,1676.3981634229901,3891438.4661647505
4.0,25.93575553431948,132.0747418756772,1385.2523254720973,3401733.381958731
4.0,34.886893770285106,108.08898212489713,1157.4530774952432,3530718.315859878
4.0,21.726683249533565,172.0152129677216,1451.6184156986924,3632745.6511474894
4.0,13.590001947763385,110.19844605707283,1678.1279858753471,2543642.0831075087
3.0,13.511541607459177,145.00353644424405,1411.5405493237054,2777343.683071207
4.0,18.631469332796264,134.2918235058549,1812.826953835822,3256882.881308039
3.0,27.550714497266817,109.63327182131542,1009.8432759009529,2652368.0853200583
3.0,21.33663155355066,127.31356194692593,1885.0806334612753,2489828.3274691636
3.0,19.641476861419296,142.44347635118967,1271.8521241554245,2807427.1886431985
3.0,18.898967339822775,186.11162272875418,1882.2639570520278,3683268.742457585
3.0,27.78975168335246,152.5907159463937,1970.445135905716,3238747.017415319
3.0,41.46539381279397,126.74068150824694,1232.7720754494344,3529836.5686438056
3.0,28.997730222324257,138.26017080520683,1461.5958836422808,3263868.185916191
4.0,33.24582236501747,111.41832098696088,2263.3327744006715,3459328.6351606674
5.0,21.871428343302686,163.5570439345959,1219.4745231512456,4120092.2381721055
4.0,27.497671042840643,132.47412862051493,1423.3367357636494,3665669.472581941
3.0,30.593718367219747,154.62044238898227,1397.544889600822,3595674.174828163
3.0,29.28957646220064,103.53393720610532,1568.1071208957205,2768847.1951452773
3.0,31.03767969292781,167.53748496883003,1694.6772964634674,3733308.131686823
4.0,31.611631186659636,148.54607367705643,1031.6498480530645,3775417.734633807
2.0,6.903255622797487,111.58855979953222,1547.5741187654849,1557937.7396894633
3.0,23.11066495767381,133.90519383688522,1167.7396251313328,3110925.190100386
3.0,23.22062482691659,124.76127041769386,1712.4238471235615,2554095.6319759907
4.0,24.195378005766877,132.8112385246262,938.7733289028502,3253577.7668235437
3.0,33.8148975908319,131.08131933197456,1520.8033444486762,3039197.752483762
4.0,26.26820369180467,110.59366057165113,1206.3488338469526,2990480.8335109567
4.0,19.76350836494,122.75484937467118,1649.49019455746,3011001.4567059204
4.0,32.76947476057406,163.65356930016304,1562.8985920430305,4115921.162849299
4.0,37.574780208016435,107.87787093359941,1374.1161272931654,3639844.3204059526
4.0,23.72916726684903,116.42443130525179,1102.4427612547634,3224984.909182943
3.0,36.26401273506234,136.60354098454061,1255.9145286961236,3296824.2229133025
3.0,18.383223251937842,133.59163631252324,1436.595153166143,2877349.828689391
3.0,25.828878742486662,127.64814770850168,1006.9297769306481,2884697.039755246
4.0,26.125682196690516,159.18445735505588,1291.7160952554627,3746727.2960821833
4.0,22.317479611605606,125.60988073915298,1896.004806268234,3137231.0686262795
3.0,23.117322892857523,76.8586333206621,979.8400990000952,2087395.978431364
4.0,30.629045700373293,118.25451143457423,1554.2064305560582,3288603.4400811745
4.0,11.833435789296862,153.11353497532616,1575.9476192970415,2953443.310762155
3.0,32.49879509206132,113.67122549667604,1354.614219780464,3041433.5592966946
2.0,14.843987190995826,163.4358538250485,1562.4121806743676,2669000.041974115
4.0,27.855521905097305,137.66762149338723,1749.2135508775568,3678397.99181956
4.0,33.34615749836691,108.25871239338295,2056.7253258728997,3322143.6930246674
5.0,28.382575093737128,97.82281846680065,1295.526720385375,3321811.018770734
5.0,25.8360721696212,117.37245753202649,1792.1759062470187,3573996.558657616
3.0,20.38204532258305,130.770746490416,1623.8241816847794,2807884.827069834
4.0,27.61842382167433,152.0300543636231,925.5771964540863,3621431.6971668946
3.0,32.90351458377862,156.86782092300513,1029.0234936333295,3438009.397400406
4.0,9.446859350033565,131.27052171134898,1490.2019061654717,2638099.2470242362
3.0,34.21556072953765,119.95904055033618,1388.1674883592814,3306032.888772152
4.0,26.67817328277791,130.64010079096022,1753.0054296716387,3300092.194857884
3.0,22.09992568006316,126.08630632970015,1065.376310633621,2835443.551760246
3.0,26.04071669003014,145.03887739405923,781.8558655220162,3316232.528932636
4.0,25.454334601311874,130.98968626380963,869.0813101984618,3594043.698665111
5.0,18.292241714707895,157.61708084801973,1832.6383532805528,3753181.191063855
4.0,31.66464956618831,135.4733365464287,1349.1296355507334,3817320.58355497
4.0,21.755288595578758,116.66072320431036,1467.824744171167,2890736.510172811
3.0,10.282837695353995,126.15265148453503,1414.2861100041005,2083413.5726774829
3.0,31.08549690176634,134.54137195856663,1191.2940717891013,3434779.645065362
4.0,18.16912829593264,123.6948502104542,1331.9264332854666,2768727.680444655
4.0,19.711462444489385,153.7423921434151,1065.2524463373493,3280909.6490560407
4.0,33.59240598110909,164.24081141629424,1621.75327842167,4007437.2015497433
3.0,32.42777680928048,120.55420664868,1748.0860889706576,3152079.5964857396
4.0,22.225671203186305,161.07181168402192,1502.9820832055836,3744953.0802461575
3.0,20.63420405923746,133.0125825193603,1725.4278453050117,2981475.311717867
3.0,27.03304721783548,120.79226990808435,1441.5155150676023,3003805.7499157377
4.0,22.65195101284153,135.69417964299527,1588.085537583306,3225553.6970192315
4.0,32.02332488469018,143.71229317268632,640.4583940011282,3941845.5651875683
4.0,21.629512935759397,135.86944701258494,880.9452790473957,3175711.684183334
3.0,20.171473930985467,139.9014525945546,1620.3716495271915,2994030.741951938
3.0,17.54435674446282,112.7009039100197,1766.0035052504834,2397262.051066896
3.0,28.259537451703512,108.81821360621082,1514.8863612449807,2953609.5952678802
3.0,19.209714990081544,81.89621214035851,2107.249327570284,2160585.5638149427
3.0,6.367564494077354,140.10631827210972,1349.6283128531068,2211087.369355087
4.0,15.399053479517981,152.46207067999325,1157.102917978193,3381995.682045836
3.0,44.562801259027246,118.82718253195156,1576.6173855495679,3499075.3178489665
3.0,25.531071176981868,117.14728501255367,1182.6537801759112,2960397.2451194585
3.0,29.69946143512356,110.11995157779188,1762.1490324420224,2890046.923654576
3.0,17.833051234981635,118.46371000816188,1365.094109719116,2642958.5210643373
2.0,27.883024616848893,147.18138407612366,1222.4443165269274,3012011.112003793
3.0,28.169659238135463,157.48491261066053,1341.9543558879525,3515938.3756686524
5.0,28.65534104088027,130.0644858281118,1516.629332513652,3932771.381709473
3.0,34.74865417556825,121.93884778061928,1345.1785540552678,3255947.45805305
3.0,17.15732511482361,148.56216270081813,1853.3679675574092,3068607.1891203257
3.0,21.17381268530727,142.0171634454739,1344.846312685797,2837264.1093001785
4.0,27.634409432305187,122.99226209976182,1481.5607078096054,3221583.7093755025
4.0,16.92184858946335,133.7429064830947,1586.2338379565872,3295432.805342156
3.0,19.45627782158539,157.5240585454651,1583.3467938182532,2981325.850416589
2.0,10.611500095079943,131.26558885196957,1214.2855040482107,1757043.0108384883
3.0,31.69451868887831,104.62432836631348,1440.1309569068906,3011432.5476896157
3.0,22.00862807557085,130.1046244599649,1360.1854446802297,2653576.9648739956
2.0,19.929944622650815,130.96713168194907,824.1314965197361,2455074.4746051626
4.0,15.612617659373285,132.88754490448076,1088.997376523524,3143791.323367534
3.0,23.090238555188197,131.20743628439521,719.081844391106,2955076.427402783
3.0,15.096378654400226,112.5482286240825,1743.704077301109,2286636.1314147552
3.0,19.00666752204949,153.01921491423448,859.4961204204003,2913326.486559158
4.0,19.00725785203588,154.13029625619322,835.0729041774557,3312748.222509576
4.0,33.355119749674486,172.2576050937003,1622.853259807733,4287852.113332173
3.0,30.57581368047579,114.21828048523874,1237.9460606162986,3073617.283277058
4.0,12.77583905091462,118.05059080445906,1733.625263073392,2587251.6365714986
3.0,18.328113503174706,122.11209679037577,944.3957835085906,2406926.8672191845
3.0,32.76578823252372,116.73637526749124,1673.5502637445634,3132193.053310745
3.0,21.886796384414602,104.37508727988555,1355.4381173075528,2401766.523686241
5.0,17.443927202626117,151.00064005692735,1454.6662854656752,3646078.166406733
3.0,33.9131191463566,106.50578009396668,1475.1315093470457,2871388.0415654983
3.0,20.177300246204087,161.65935148606275,1191.6864944407298,3146562.4764169026
3.0,25.41132908881107,132.36109122336478,1473.9840605487652,2951554.4688398032
5.0,24.8187396945768,117.24847026532888,851.8762895270038,3474454.9263556907
4.0,20.668370846757206,155.27671551544785,1193.8347436150573,3593947.0862697847
3.0,19.869244505099065,93.82142262207785,941.9108778202826,2334133.2797384835
2.0,19.589655559171543,130.8486029948312,1446.4277128775611,2199903.910661701
4.0,37.26425954948223,158.85141625666554,2128.4999756383313,4170705.3778021806
5.0,25.06493578193586,144.64524443495708,1306.9077487258326,4058083.6391857164
4.0,24.783818899431697,174.96659676300192,1232.2605234741109,4013938.308382189
2.0,26.576159564429517,127.06473707009535,1594.9336243677901,2602753.822252892
3.0,13.445527752504287,126.28114731529388,1422.071887571397,2564817.9432275556
2.0,25.115474264728036,133.2110296132916,1511.733064381015,2588460.5067427834
5.0,17.575596006651036,140.77697924604877,1810.6830399854578,3515826.3632288156
3.0,15.997356761589579,148.25862150238876,1036.010997874694,2921962.234046949
4.0,29.56524857818908,130.33565279680562,1251.7121767655258,3358325.7830669405
4.0,28.58997599206809,180.46769479751296,1436.296156369242,4038056.3107331935
3.0,22.352119951605907,121.96104591061552,1183.8956989598307,2505079.5642320113
3.0,24.380837992036202,120.31916782044598,1558.0761733368386,2948617.9903545976
4.0,33.824830055922035,112.48052771691854,1759.5985414898898,3469438.0387558923
4.0,29.172632510317545,95.09987603963424,1676.0586568154176,3110627.5314811445
3.0,28.935836787060808,115.78471361692799,1198.10847527269,3003035.442163483
4.0,14.384366214122318,131.26938983517442,1482.5761006775747,2946924.7436733805
3.0,24.758220208224003,123.71768189876978,1918.472735908349,2737065.983662651
4.0,18.767555089695048,97.32096738792264,1422.072886823676,2476300.5810888037
3.0,33.772853581825416,92.0596694107282,1371.0748866947208,2867281.8468112545
4.0,28.620961708609,88.80821412183732,1462.5122706143438,2877625.2319620247
3.0,22.615753891333817,123.92995419703072,1298.4224451844145,2903566.783645344
3.0,30.635929575320855,127.74837900759832,1537.7031035415557,3039567.132107414
4.0,20.541084839016207,116.66012382075584,1480.4077379620724,2954986.394744681
3.0,29.402118074959258,96.10454114196918,659.1483335709913,2824429.2626442276
4.0,28.57805198388742,124.4962664212437,657.2341177237929,3209890.6437210916
3.0,24.072783676304915,133.1326556232919,984.4005587436566,3135921.7196400566
4.0,30.515532038262986,105.08587806528544,1468.241000360636,3097458.8760604756
3.0,19.08884578831042,135.8393209383096,1670.248674492411,2750218.68138906
4.0,25.711488889757614,161.97000904296883,1386.2092210832666,3881082.78564409
3.0,26.096237549481838,89.11456630103312,1987.8547735647041,2138658.921741156
4.0,17.14882412455338,151.25644004612803,1609.2331500730952,3505555.8388724383
3.0,21.316863218570433,115.07583586159575,1823.3437385251025,2350239.901972466
4.0,26.460628518032443,118.84651866439984,1113.545035704222,3065680.317257235
4.0,34.23965038409769,145.35051453600113,1571.8245759507377,4049597.8488675803
4.0,25.57212234429088,166.1345831000155,1389.2355509589268,3869738.832743055
4.0,19.57783907012949,163.13005630349113,1368.1856872388746,3862036.8260701722
4.0,21.88017788041495,77.21909473431911,1096.3696929293687,2341101.5077061197
5.0,20.168441957816743,153.27928266284061,1679.627825851708,3759330.589906959
3.0,28.585236212820824,95.82927737447329,1146.0694285448196,2547136.686348089
3.0,34.232756800614766,133.77726814496657,1713.3268846525095,3523948.4332579547
4.0,25.5325015804134,77.61222804897513,1923.0771504143459,2425945.6339150323
