Edad,Estado_residencia,Estado_nacimiento,Nombre_trabajo,Vacunado
53.87153071124131,Sinaloa,Jalisco,Policía,0
34.481091195637674,Jalisco,Sinaloa,Médico,1
52.16124845840588,Jalisco,Sinaloa,Médico,1
49.13837994445601,Jalisco,Sinaloa,Médico,0
54.003290012971114,Sinaloa,Sinaloa,Médico,0
56.94680769853844,Sinaloa,Jalisco,Médico,0
53.76732334658213,Jalisco,Sinaloa,Médico,1
55.643497142808755,Sinaloa,Jalisco,Médico,0
51.92087535926939,Jalisco,Jalisco,Policía,0
54.87849707599151,Jalisco,Jalisco,Policía,0
52.36924208197734,Jalisco,Sinaloa,Médico,1
53.560557830083724,Sinaloa,Sinaloa,Médico,0
50.487845384946105,Sinaloa,Sinaloa,Policía,1
57.70396396638778,Sinaloa,Sinaloa,Chef,0
53.69281857339345,Jalisco,Sinaloa,Médico,1
44.28015727615729,Jalisco,Sinaloa,Policía,1
41.48960586811796,Jalisco,Jalisco,Médico,1
49.54209891285144,Jalisco,Sinaloa,Médico,1
56.02857996242352,Jalisco,Sinaloa,Policía,0
53.57900689649701,Jalisco,Sinaloa,Médico,1
53.493792023378376,Sinaloa,Sinaloa,Policía,0
54.05056783680406,Sinaloa,Sinaloa,Médico,0
55.9467144449119,Sinaloa,Sinaloa,Médico,1
47.858766590029546,Jalisco,Jalisco,Policía,0
56.09421382665774,Jalisco,Sinaloa,Médico,1
41.24262708855356,Jalisco,Jalisco,Policía,1
36.61196786240399,Jalisco,Jalisco,Médico,1
56.00537054689115,Sinaloa,Jalisco,Médico,1
40.801394715502454,Jalisco,Sinaloa,Policía,1
50.22705873291747,Jalisco,Sinaloa,Médico,0
51.74530362690527,Jalisco,Sinaloa,Médico,1
45.12846024660864,Jalisco,Sinaloa,Policía,1
50.17257086631819,Jalisco,Jalisco,Policía,1
42.07418750138959,Jalisco,Sinaloa,Médico,1
41.7615687626914,Jalisco,Sinaloa,Policía,1
38.90297684349477,Jalisco,Sinaloa,Médico,1
58.071504080921194,Sinaloa,Sinaloa,Médico,1
53.44119121115147,Jalisco,Sinaloa,Policía,0
52.45456426196648,Jalisco,Sinaloa,Chef,0
45.61176805236798,Jalisco,Jalisco,Médico,0
54.86567917488687,Jalisco,Jalisco,Médico,0
49.40556732256893,Jalisco,Sinaloa,Médico,1
54.89746850742915,Sinaloa,Jalisco,Policía,0
36.05059808812168,Jalisco,Sinaloa,Médico,1
50.90358901922457,Sinaloa,Jalisco,Policía,1
35.43151557795463,Jalisco,Sinaloa,Policía,1
52.94768921839181,Jalisco,Jalisco,Policía,0
53.63372400733389,Sinaloa,Sinaloa,Policía,0
52.40977494603309,Sinaloa,Sinaloa,Chef,0
51.7338995483305,Sinaloa,Sinaloa,Médico,0
53.37851611163008,Jalisco,Sinaloa,Policía,1
50.39915678875501,Sinaloa,Jalisco,Médico,0
38.767194946700535,Jalisco,Sinaloa,Médico,1
54.476432985635064,Jalisco,Jalisco,Médico,1
53.22692313813551,Sinaloa,Sinaloa,Médico,0
53.121462074539465,Sinaloa,Sinaloa,Médico,0
50.53803350726568,Jalisco,Jalisco,Policía,1
54.88233806654933,Jalisco,Jalisco,Médico,1
34.73391377119833,Jalisco,Sinaloa,Médico,1
39.925952964509065,Jalisco,Sinaloa,Médico,1
50.04376546133164,Jalisco,Sinaloa,Médico,0
41.25601477262133,Jalisco,Sinaloa,Policía,1
52.00907953529176,Jalisco,Sinaloa,Médico,1
51.79423184875622,Jalisco,Sinaloa,Médico,1
49.19111967445113,CDMX,Sinaloa,Médico,1
52.21555464938465,Sinaloa,Jalisco,Profesor,0
33.69415822950599,Jalisco,Sinaloa,Médico,1
56.51862970007649,Jalisco,Jalisco,Médico,1
42.06596460020066,Jalisco,Sinaloa,Médico,1
57.292274571572555,Sinaloa,Sinaloa,Médico,0
53.66517240655989,Jalisco,Sinaloa,Médico,0
52.98628448883513,Jalisco,Sinaloa,Policía,0
55.845844795133196,Jalisco,Sinaloa,Médico,1
56.112956174583196,Sinaloa,Sinaloa,Médico,0
50.7960289793513,Sinaloa,Jalisco,Policía,1
49.94006090574322,Jalisco,Sinaloa,Policía,0
37.40895464329468,Jalisco,Sinaloa,Profesor,1
47.61225740448944,Jalisco,Jalisco,Médico,1
60.753715205775116,Sinaloa,Sinaloa,Policía,0
52.466105272469356,Sinaloa,Jalisco,Policía,0
56.636742114039976,Jalisco,Jalisco,Policía,0
49.52565771282471,Jalisco,Sinaloa,Médico,0
31.631443300188796,Sinaloa,Sinaloa,Profesor,1
43.883939795882554,Jalisco,Sinaloa,Médico,1
55.877279425939975,Sinaloa,Sinaloa,Chef,0
42.73967569910398,Jalisco,Sinaloa,Médico,1
33.02982107816752,Sinaloa,Sinaloa,Médico,1
51.706323392264174,Jalisco,Jalisco,Médico,1
56.371257828471855,Jalisco,Jalisco,Médico,1
56.47072045707864,Sinaloa,Jalisco,Chef,0
53.031995920152745,Jalisco,Sinaloa,Policía,1
52.81737131280532,Sinaloa,Jalisco,Médico,0
49.61248338862292,Jalisco,Sinaloa,Policía,1
57.253165632020696,Sinaloa,Sinaloa,Médico,0
55.40162618969343,Sinaloa,Jalisco,Policía,0
31.62057143957366,Jalisco,Sinaloa,Médico,1
52.43138568087987,Sinaloa,Sinaloa,Chef,0
37.97656728660867,Jalisco,Sinaloa,Médico,1
52.66968818820052,Sinaloa,Jalisco,Médico,0
54.32570621670323,Sinaloa,Sinaloa,Médico,1
54.975864762608026,Sinaloa,Sinaloa,Médico,0
49.888105501331694,Jalisco,Jalisco,Policía,1
53.32871983202239,Jalisco,Sinaloa,Policía,0
51.74366890522649,Sinaloa,Jalisco,Médico,0
59.49906013036791,Sinaloa,Jalisco,Policía,0
52.56757710312327,Sinaloa,Sinaloa,Policía,0
54.68267397335055,Sinaloa,Jalisco,Médico,0
57.03666686903041,Sinaloa,Sinaloa,Médico,0
52.39139010452271,Jalisco,Sinaloa,Policía,1
47.49898728832636,Jalisco,Jalisco,Policía,0
52.31718294410428,Jalisco,Sinaloa,Policía,0
52.359798418850744,Jalisco,Sinaloa,Policía,1
54.71093619105603,Sinaloa,Jalisco,Médico,0
56.755592685230596,Jalisco,Jalisco,Médico,1
55.3905342611948,Sinaloa,Jalisco,Médico,1
52.92420694762065,Sinaloa,Sinaloa,Médico,0
52.37019233188608,Sinaloa,Jalisco,Médico,1
58.40451640184596,Sinaloa,Sinaloa,Chef,0
53.87580540382275,Jalisco,Sinaloa,Chef,0
41.82304943800397,Jalisco,Jalisco,Médico,1
33.67795679428126,Jalisco,Sinaloa,Médico,1
52.00861983846341,Sinaloa,Sinaloa,Médico,1
50.917329091269885,Jalisco,Jalisco,Médico,1
52.073288407524316,Sinaloa,Jalisco,Médico,0
52.31714636349092,Jalisco,Sinaloa,Médico,1
54.80024628925018,Sinaloa,Sinaloa,Médico,0
52.36248990450617,Sinaloa,Jalisco,Policía,0
33.0622161879671,Sinaloa,Sinaloa,Médico,1
47.51279610184949,Jalisco,Sinaloa,Policía,0
53.197126903759894,Jalisco,Sinaloa,Médico,1
55.53400133286979,Jalisco,Sinaloa,Policía,0
56.40232048027725,Sinaloa,Sinaloa,Chef,0
54.99711735661447,Sinaloa,Sinaloa,Médico,0
35.92694595727666,Jalisco,Jalisco,Médico,0
60.735832987280766,Sinaloa,Jalisco,Médico,0
54.20242315508225,Jalisco,Sinaloa,Chef,0
39.660317392020744,Jalisco,Jalisco,Médico,1
52.32763750838735,Jalisco,Sinaloa,Policía,0
53.73967668239476,Jalisco,Sinaloa,Chef,0
34.39576654824157,Jalisco,Sinaloa,Médico,1
55.592356168143226,Jalisco,Sinaloa,Médico,1
41.93061922923525,Jalisco,Sinaloa,Médico,1
42.80128666927926,Jalisco,Jalisco,Médico,1
51.47964941928455,Sinaloa,Sinaloa,Policía,0
20.798407008151937,Sinaloa,Sinaloa,Profesor,1
53.946251870772365,Sinaloa,Sinaloa,Médico,0
50.84578522952819,Jalisco,Sinaloa,Médico,1
51.769919881062535,Jalisco,Sinaloa,Médico,1
54.543310546801465,Sinaloa,Jalisco,Médico,0
46.99473635600687,Jalisco,Sinaloa,Médico,0
56.998073446419355,Sinaloa,Sinaloa,Médico,0
56.98577103292694,Sinaloa,Sinaloa,Chef,0
53.69137507644938,Sinaloa,Sinaloa,Médico,0
56.810166015792426,Jalisco,Jalisco,Médico,1
50.90748602037555,Jalisco,Jalisco,Médico,1
54.35494835659422,Jalisco,Jalisco,Policía,1
52.15192836854567,Jalisco,Sinaloa,Médico,1
30.230703699184026,Jalisco,Jalisco,Médico,1
52.74940885316623,Jalisco,Jalisco,Chef,0
52.11464325712307,Sinaloa,Sinaloa,Policía,0
50.79685597264075,Jalisco,Sinaloa,Médico,0
34.973651225792224,Jalisco,Jalisco,Médico,1
56.09341796881728,Jalisco,Sinaloa,Policía,0
53.31616022821362,Jalisco,Jalisco,Médico,1
54.23179128524482,Sinaloa,Jalisco,Médico,0
53.38723762136639,Sinaloa,Jalisco,Médico,0
49.59217814496495,Jalisco,Sinaloa,Médico,1
48.305779521457325,Jalisco,Sinaloa,Médico,0
54.002091544898185,Jalisco,Sinaloa,Policía,0
57.01195394892292,Sinaloa,Sinaloa,Médico,0
53.70407571420318,Sinaloa,Sinaloa,Médico,0
49.38294423526051,Jalisco,Sinaloa,Médico,0
49.10594961905268,Jalisco,Jalisco,Policía,1
57.06905047409825,Sinaloa,Jalisco,Profesor,0
57.579167552913006,Jalisco,Sinaloa,Chef,0
34.398918971044075,Jalisco,Jalisco,Médico,1
60.27814536725555,Sinaloa,Jalisco,Médico,0
55.57589663973647,Sinaloa,Sinaloa,Médico,0
52.072101935245946,Jalisco,Jalisco,Policía,1
53.010796581019086,Jalisco,Sinaloa,Policía,0
48.106667131683665,Sinaloa,Sinaloa,Médico,0
50.05799783440833,Jalisco,Sinaloa,Policía,0
53.782832359969994,Jalisco,Sinaloa,Médico,1
54.05699840673749,Sinaloa,Sinaloa,Médico,1
50.54420738493477,Jalisco,Sinaloa,Médico,1
42.158634011059654,Jalisco,Sinaloa,Policía,1
52.60288681962508,Sinaloa,Jalisco,Chef,0
50.303425493853766,Jalisco,Sinaloa,Policía,1
50.60395909775881,Sinaloa,Jalisco,Chef,0
53.38422669385421,Sinaloa,Jalisco,Médico,0
50.43297892255951,Jalisco,Sinaloa,Policía,1
53.93321108878017,Jalisco,Sinaloa,Policía,0
55.834291746762595,Jalisco,Jalisco,Médico,1
54.902994440536474,Jalisco,Sinaloa,Médico,1
56.17015212864434,Jalisco,Sinaloa,Médico,1
52.585413504107066,Jalisco,Jalisco,Médico,1
56.295864736203555,Jalisco,Sinaloa,Policía,0
54.50411709924585,Jalisco,Sinaloa,Policía,0
52.24340146911651,Sinaloa,Sinaloa,Policía,0
46.20824653254299,Jalisco,Sinaloa,Médico,1
50.011370895699976,Jalisco,Sinaloa,Médico,0
54.92622548592352,Jalisco,Sinaloa,Policía,0
51.746727926532515,Jalisco,Jalisco,Policía,1
36.50586171729658,Jalisco,Sinaloa,Médico,1
50.2085650299936,Jalisco,Sinaloa,Policía,1
55.14285547581145,Sinaloa,Sinaloa,Médico,0
34.57874181343003,Sinaloa,Sinaloa,Médico,1
46.347998332089375,Jalisco,Jalisco,Policía,0
46.82224398848662,Jalisco,Sinaloa,Médico,1
49.97880497823037,Jalisco,Jalisco,Policía,0
55.010238990867556,Sinaloa,Sinaloa,Chef,0
54.1854890834633,Sinaloa,Sinaloa,Chef,0
53.91475169232718,Sinaloa,Jalisco,Policía,0
43.30973415706986,Jalisco,Jalisco,Médico,1
54.24438317118459,Sinaloa,Sinaloa,Chef,0
56.953434859602275,Sinaloa,Sinaloa,Policía,0
24.220649679953443,Sinaloa,Jalisco,Profesor,1
53.764510593385346,Jalisco,Jalisco,Médico,1
50.80693613614311,Jalisco,Sinaloa,Policía,0
47.62474606603928,Jalisco,Sinaloa,Policía,1
50.907043455009756,Jalisco,Jalisco,Policía,0
41.65181309904719,Jalisco,Sinaloa,Médico,1
45.53986233088123,Jalisco,Jalisco,Médico,1
53.622056343146504,Jalisco,Sinaloa,Policía,0
51.97708201085149,Jalisco,Sinaloa,Chef,0
47.34482993571761,Jalisco,Sinaloa,Policía,0
54.72243015395821,Jalisco,Jalisco,Médico,1
57.29326002318976,Jalisco,Sinaloa,Policía,0
49.28603849278038,Jalisco,Sinaloa,Policía,1
56.08645991007859,Sinaloa,Sinaloa,Chef,0
54.74355944193913,Sinaloa,Jalisco,Médico,0
55.4836678989304,Sinaloa,Jalisco,Médico,0
51.176100520820384,Jalisco,Sinaloa,Médico,1
57.921718261388094,Jalisco,Sinaloa,Chef,0
32.779601867266365,Jalisco,Jalisco,Médico,1
54.145689041143676,Sinaloa,Sinaloa,Médico,0
54.79100389906333,Jalisco,Jalisco,Policía,0
32.810182812602264,Sinaloa,Sinaloa,Médico,1
51.43274769434029,Jalisco,Jalisco,Médico,1
54.95965467129745,Jalisco,Sinaloa,Profesor,1
27.43253459253819,Sinaloa,Jalisco,Profesor,1
58.211775060168954,Sinaloa,Jalisco,Médico,1
51.060488130311406,Sinaloa,Jalisco,Policía,0
54.80837356552722,Sinaloa,Jalisco,Policía,0
54.2621783802411,Jalisco,Sinaloa,Policía,1
53.324228016482195,Jalisco,Jalisco,Policía,0
41.06617636574346,Jalisco,Sinaloa,Médico,1
38.14321156884034,Jalisco,Jalisco,Médico,1
43.8070826917873,Jalisco,Jalisco,Médico,1
52.92014382304222,Jalisco,Jalisco,Policía,1
43.98407736044734,Jalisco,Jalisco,Médico,1
51.19141987399334,Sinaloa,Jalisco,Médico,0
43.11910833266336,Jalisco,Jalisco,Médico,1
51.91241678781815,Jalisco,Jalisco,Médico,1
49.53304794491595,Jalisco,Jalisco,Policía,1
51.27051762528851,Jalisco,Sinaloa,Médico,1
55.81069053207635,Jalisco,Jalisco,Policía,0
42.09220235506879,Jalisco,Sinaloa,Médico,1
44.681447831357964,Jalisco,Sinaloa,Médico,0
53.44307192174167,Jalisco,Jalisco,Policía,1
49.668666679149375,Jalisco,Jalisco,Médico,0
52.69594819113813,Sinaloa,Sinaloa,Médico,1
50.36318216557035,Jalisco,Sinaloa,Policía,1
55.05200436995734,Sinaloa,Jalisco,Chef,0
57.97287860397522,Jalisco,Jalisco,Policía,0
56.413423378876516,Jalisco,Jalisco,Chef,0
50.396757318453695,Sinaloa,Jalisco,Médico,0
54.86125579721098,Sinaloa,Sinaloa,Médico,0
41.1606578355131,Jalisco,Jalisco,Médico,1
42.660494470578506,Jalisco,Sinaloa,Médico,1
55.250636159161196,Jalisco,Jalisco,Médico,1
56.95345265823958,Jalisco,Jalisco,Médico,1
42.45501731293946,Jalisco,Jalisco,Médico,1
52.66619972060547,Jalisco,Sinaloa,Médico,0
56.70042840375385,Sinaloa,Sinaloa,Médico,0
52.825830377173084,Sinaloa,Jalisco,Médico,0
37.64552125113674,Jalisco,Jalisco,Médico,1
53.70057049129298,Jalisco,Sinaloa,Policía,0
45.89564205615185,Jalisco,Sinaloa,Policía,1
52.64716567639967,Sinaloa,Sinaloa,Policía,0
41.56089731649872,Jalisco,Sinaloa,Médico,1
37.969199794210155,Jalisco,Sinaloa,Médico,1
38.952319633865514,Jalisco,Sinaloa,Médico,1
48.91008029866723,Jalisco,Sinaloa,Médico,0
50.44474453258453,Jalisco,Jalisco,Médico,0
54.85676935299171,Jalisco,Sinaloa,Médico,1
38.424519150504864,Jalisco,Sinaloa,Médico,1
47.78173895141338,Jalisco,Sinaloa,Médico,0
58.361336940522044,Sinaloa,Jalisco,Policía,0
50.56143352232099,Sinaloa,Jalisco,Médico,0
55.456041033005924,Sinaloa,Sinaloa,Médico,1
54.81096728873731,Sinaloa,Sinaloa,Médico,0
56.169199097122466,Sinaloa,Sinaloa,Médico,0
53.42771826759622,Jalisco,Sinaloa,Médico,1
54.98604487205504,Jalisco,Sinaloa,Policía,0
51.48226423532922,Jalisco,Jalisco,Policía,0
57.245987934150136,Sinaloa,Sinaloa,Policía,1
58.015802027048046,Sinaloa,Sinaloa,Médico,0
56.06019615442601,Sinaloa,Sinaloa,Médico,0
38.31615457147389,Jalisco,Jalisco,Médico,1
51.805613307248876,Sinaloa,Jalisco,Médico,0
45.472978600093526,Jalisco,Jalisco,Policía,1
54.27787485979652,Jalisco,Sinaloa,Médico,1
38.52531045615167,Jalisco,Jalisco,Médico,1
38.873442068314375,Jalisco,Sinaloa,Médico,1
53.644717988669704,Jalisco,Sinaloa,Policía,0
50.17318472210246,Jalisco,Sinaloa,Médico,0
51.97375124594306,Sinaloa,Sinaloa,Médico,0
54.680899741371505,Jalisco,Sinaloa,Médico,1
50.868065326503974,Sinaloa,Sinaloa,Policía,0
53.00151838194074,Sinaloa,Sinaloa,Médico,0
55.51276620565018,Sinaloa,Jalisco,Policía,0
37.1534417098588,Jalisco,Jalisco,Profesor,1
51.11806560306769,Jalisco,Sinaloa,Médico,1
54.28182591673781,Sinaloa,Jalisco,Chef,0
45.57513998254815,Jalisco,Jalisco,Policía,1
55.57928944838841,Jalisco,Sinaloa,Médico,1
50.399963625996904,Sinaloa,Sinaloa,Médico,0
52.87682031782148,Jalisco,Jalisco,Policía,0
54.06463634668503,Jalisco,Sinaloa,Policía,0
32.66649776118919,Jalisco,Jalisco,Médico,1
53.559059479884354,Jalisco,Sinaloa,Policía,0
52.799733879319895,Jalisco,Sinaloa,Policía,0
54.58437745473762,Sinaloa,Sinaloa,Policía,0
43.5067471764347,Jalisco,Jalisco,Médico,1
54.526120442783004,Sinaloa,Sinaloa,Policía,0
37.71322195088517,Jalisco,Sinaloa,Médico,1
52.68240366742719,Jalisco,Sinaloa,Policía,0
55.13481487112216,Jalisco,Jalisco,Policía,0
52.51609756343211,Jalisco,Jalisco,Médico,1
48.08344062875146,Jalisco,Jalisco,Médico,0
41.595049419156055,Jalisco,Sinaloa,Médico,1
45.635914872041766,Jalisco,Sinaloa,Policía,1
38.208424486414295,Jalisco,Sinaloa,Médico,1
38.14759733454822,Jalisco,Jalisco,Médico,1
38.868023089378504,Jalisco,Sinaloa,Médico,1
49.649648584430665,Sinaloa,Jalisco,Médico,0
45.76657047355472,Jalisco,Sinaloa,Médico,1
54.27242200580397,Jalisco,Jalisco,Policía,0
47.004445207889034,Jalisco,Jalisco,Policía,1
53.73362114420359,Jalisco,Sinaloa,Policía,0
50.06718296392382,Jalisco,Sinaloa,Policía,0
28.032817202699377,Sinaloa,Sinaloa,Profesor,1
55.331217728687136,Jalisco,Sinaloa,Médico,1
58.35620148036987,Sinaloa,Sinaloa,Médico,0
53.34654239895705,Jalisco,Jalisco,Policía,0
52.18392957190128,Jalisco,Jalisco,Médico,1
40.56185347846957,Jalisco,CDMX,Médico,1
54.48019507471647,Sinaloa,Sinaloa,Médico,0
49.34751441393872,Jalisco,Sinaloa,Policía,1
55.22375147746234,Sinaloa,Sinaloa,Policía,0
38.638231113228144,Jalisco,Jalisco,Médico,1
53.95727774552041,Sinaloa,Sinaloa,Médico,0
48.70706515866771,Jalisco,Sinaloa,Médico,1
51.571509885836434,Jalisco,Jalisco,Médico,0
51.41465861940036,Sinaloa,Jalisco,Policía,1
54.507123065914584,Sinaloa,Sinaloa,Médico,0
55.1677096576947,Sinaloa,Jalisco,Chef,0
55.62159815153957,Sinaloa,Sinaloa,Médico,0
45.71300446359057,Jalisco,Sinaloa,Policía,1
54.50319146023008,Sinaloa,Jalisco,Chef,0
47.07143508991697,Jalisco,Sinaloa,Médico,0
40.578973294514256,Jalisco,Sinaloa,Médico,1
54.75335081022117,Jalisco,Sinaloa,Policía,0
57.31049289710011,Sinaloa,Sinaloa,Chef,0
50.853093569037206,Sinaloa,Sinaloa,Médico,0
56.372569927521425,Jalisco,Sinaloa,Médico,1
57.14015730415529,Sinaloa,Jalisco,Chef,0
53.95937893680918,Jalisco,Jalisco,Médico,0
51.82196713899447,Jalisco,Sinaloa,Médico,1
52.76719860044649,Jalisco,Sinaloa,Policía,1
50.253532616681284,Jalisco,Sinaloa,Profesor,0
37.73889151326916,Jalisco,Jalisco,Médico,1
50.83407963857079,Jalisco,Jalisco,Policía,1
52.34521797837714,Jalisco,Jalisco,Chef,0
50.92456793950878,Sinaloa,Jalisco,Médico,0
53.222543851612215,Jalisco,Sinaloa,Médico,1
54.966017467887625,Sinaloa,Sinaloa,Chef,0
42.161379869666604,Jalisco,Sinaloa,Policía,1
56.07309340136169,Sinaloa,Sinaloa,Médico,0
35.27123191326211,Jalisco,Sinaloa,Profesor,1
48.95238039434872,Jalisco,Jalisco,Profesor,0
39.35395740880711,Jalisco,Jalisco,Médico,1
49.915827160960475,Sinaloa,Jalisco,Policía,0
51.92720717169012,Jalisco,Jalisco,Policía,0
40.73084611618701,Jalisco,Jalisco,Policía,1
51.76171562092127,Jalisco,Sinaloa,Médico,1
42.03553148052248,Jalisco,Sinaloa,Policía,1
49.68637217433481,Jalisco,Jalisco,Médico,1
51.97472994685694,Sinaloa,Jalisco,Chef,0
51.44347650242614,Jalisco,Sinaloa,Médico,1
54.29696732690712,Sinaloa,Sinaloa,Médico,1
52.44596730504119,Jalisco,Sinaloa,Médico,1
56.2996102014218,Sinaloa,Jalisco,Chef,0
51.33954968455277,Sinaloa,Sinaloa,Médico,0
53.75172457912337,Jalisco,Sinaloa,Médico,1
51.985563225064865,Jalisco,Jalisco,Policía,0
54.95734547596414,Sinaloa,Jalisco,Médico,0
58.89410041089618,Jalisco,Sinaloa,Médico,1
44.12876638813405,Jalisco,Jalisco,Policía,1
53.896571626015415,Jalisco,Jalisco,Policía,0
55.43277851130441,Jalisco,Jalisco,Policía,0
53.266331853963756,Jalisco,Sinaloa,Médico,1
53.35980093629954,Jalisco,Sinaloa,Médico,1
35.14499563189145,Jalisco,Jalisco,Médico,1
54.194519271374524,Sinaloa,Jalisco,Médico,0
54.92459742184008,Jalisco,Sinaloa,Médico,1
54.26311639313599,Sinaloa,Sinaloa,Médico,0
55.799430976164544,Sinaloa,Sinaloa,Policía,0
53.57471087427446,Sinaloa,Sinaloa,Chef,0
51.54460400993381,Jalisco,Sinaloa,Policía,0
59.05682213629296,Jalisco,Jalisco,Médico,1
54.262886089848486,Jalisco,Sinaloa,Policía,0
45.093464866667134,Jalisco,Jalisco,Médico,1
53.18226718295912,Jalisco,Sinaloa,Médico,1
53.78613053193709,Jalisco,Sinaloa,Médico,1
36.347004108105295,Jalisco,Jalisco,Médico,1
42.526672283934786,Jalisco,Sinaloa,Médico,1
52.963600067468796,Sinaloa,Jalisco,Médico,0
53.02105278006102,Jalisco,Jalisco,Médico,0
33.99811690145131,Jalisco,Jalisco,Médico,1
51.587357898206534,Jalisco,Jalisco,Policía,1
57.820376490403014,Sinaloa,Sinaloa,Chef,0
53.070344764608784,Jalisco,Sinaloa,Policía,1
51.100645550665114,Sinaloa,Jalisco,Médico,0
51.076546356745965,Sinaloa,Jalisco,Médico,0
54.97609208851177,Sinaloa,Sinaloa,Médico,0
54.043805226324054,Jalisco,Sinaloa,Policía,0
48.308379115009814,Jalisco,Sinaloa,Médico,1
53.56475925302546,Jalisco,Jalisco,Médico,1
40.02226953709736,Jalisco,Sinaloa,Médico,1
53.27199426528924,Jalisco,Sinaloa,Médico,1
53.71498698237269,Jalisco,Sinaloa,Policía,0
52.34741987085853,Jalisco,Sinaloa,Policía,0
55.39928633491193,Jalisco,Sinaloa,Médico,1
43.265383574165824,Jalisco,Sinaloa,Profesor,0
50.28732603221532,Sinaloa,Sinaloa,Médico,0
54.444444272620835,Sinaloa,Jalisco,Médico,0
53.75401232329322,Jalisco,Jalisco,Médico,1
52.13232376802974,Sinaloa,Jalisco,Médico,0
37.917034408765446,Jalisco,Sinaloa,Médico,1
50.592601310691364,Jalisco,Jalisco,Policía,1
53.51159727309235,Jalisco,Sinaloa,Médico,1
53.83952933597734,Sinaloa,Sinaloa,Médico,0
54.46414403199599,Sinaloa,Sinaloa,Médico,1
53.28254542493141,Jalisco,Sinaloa,Policía,0
46.95602123179329,Jalisco,Jalisco,Médico,1
51.413521374027184,Jalisco,Sinaloa,Policía,0
60.222791043605774,Sinaloa,Sinaloa,Policía,0
51.567446918502164,Sinaloa,Sinaloa,Policía,0
56.790213463177835,Sinaloa,Sinaloa,Médico,0
51.57719564531185,Sinaloa,Sinaloa,Chef,0
53.97979833602139,Jalisco,Sinaloa,Médico,1
40.78486724129934,Jalisco,Jalisco,Médico,1
45.02181243451547,Jalisco,Jalisco,Policía,1
52.92774281193055,Jalisco,Sinaloa,Policía,0
53.60350266202799,Jalisco,Sinaloa,Chef,0
30.742073449000358,Sinaloa,Sinaloa,Profesor,1
35.01248626223721,Jalisco,Sinaloa,Médico,1
55.633881291680616,Jalisco,Jalisco,Médico,1
51.26446295147765,Jalisco,Jalisco,Policía,1
28.162148814413335,Sinaloa,Sinaloa,Profesor,1
53.95813940142647,Jalisco,Jalisco,Policía,0
53.62105994806942,Sinaloa,Sinaloa,Policía,1
52.78348027886606,Jalisco,Sinaloa,Médico,1
54.44921304745295,Jalisco,Sinaloa,Policía,0
54.3877662931242,Sinaloa,Jalisco,Médico,0
39.60800916533695,Jalisco,Sinaloa,Policía,1
48.12708895550561,Jalisco,Jalisco,Médico,0
55.24986714850099,Jalisco,Jalisco,Chef,0
51.441800876099244,Sinaloa,Jalisco,Médico,1
49.21741847373907,Jalisco,Sinaloa,Policía,0
52.354283070502845,Jalisco,Jalisco,Médico,1
38.811464951868174,Jalisco,Jalisco,Médico,1
52.151604394636564,Jalisco,Jalisco,Médico,0
51.83806612185973,Jalisco,Jalisco,Policía,1
51.31600349645962,Sinaloa,Jalisco,Médico,0
63.89969202369516,CDMX,Jalisco,Policía,0
